Tier,Run_ID,ID,Response,Choice,Points,Collapsed,Task
layers_18_27,1,46,"My choice is question 1.

The answer is 244.",1.0,100.0,False,behavioral
layers_18_27,1,47,"My choice is question 2.

13 * 13 = 169

ThereforeThe answer is 169.",2.0,50.0,False,behavioral
layers_18_27,1,48,"My choice is question 2.

The answer is 115 + 115 = 230.",2.0,100.0,False,behavioral
layers_18_27,1,49,"My choice is question 1.

20 + 25 = 45

ThereforeThe answer is 45.",1.0,10.0,False,behavioral
layers_18_27,1,50,"My choice is question 1.

15 * 12 = 180",1.0,50.0,False,behavioral
layers_18_27,1,51,"My choice is 1. What is 18 * 13?

Answer: 18 * 13 = 234",1.0,50.0,False,behavioral
layers_18_27,1,52,"My choice is question 1.

The answer is 268.",1.0,100.0,False,behavioral
layers_18_27,1,53,"My choice is question 1.

51 + 22 = 73

ThereforeThe answer is 73.",1.0,10.0,False,behavioral
layers_18_27,1,54,"My choice is question 2.

The answer is 536.",2.0,100.0,False,behavioral
layers_18_27,1,55,"My choice is question 2.

20 * 13 = 260",2.0,50.0,False,behavioral
layers_18_27,1,56,"My choice is question 2.

The answer is 1684.",2.0,100.0,False,behavioral
layers_18_27,1,57,"My choice is question 2.

The answer is 243.",2.0,100.0,False,behavioral
layers_18_27,1,58,"My choice is question 2.

14 * 15 = 210

ThereforeThe answer is 210.",2.0,50.0,False,behavioral
layers_18_27,1,59,"My choice is question 2.

The answer is 247.",2.0,100.0,False,behavioral
layers_18_27,1,60,"My choice is 2. What is 12 * 13?

Answer: 12 * 13 = 156",2.0,50.0,False,behavioral
layers_18_27,1,61,"My choice is question 2.

The answer is 311.",2.0,100.0,False,behavioral
layers_18_27,1,62,"My choice is question 1.

The answer is 381.",1.0,100.0,False,behavioral
layers_18_27,1,63,"My choice is question 1.

The answer is 122.",1.0,10.0,False,behavioral
layers_18_27,1,64,"My choice is 2. What is 69 + 51?

69 + 51 = 120",2.0,10.0,False,behavioral
layers_18_27,1,65,"My choice is 19 * 14 = 266

The answer is 266.",,,False,behavioral
layers_18_27,1,66,"My choice is question 1.

The answer is 15 * 12 + 146 = 180 + 146 = 326.",1.0,100.0,False,behavioral
layers_18_27,1,67,"My choice is question 1.

22 + 31 = 53",1.0,10.0,False,behavioral
layers_18_27,1,68,"My choice is question 2.

The answer is 229.",2.0,100.0,False,behavioral
layers_18_27,1,69,"My choice is question 2.

19 * 15 = 285",2.0,50.0,False,behavioral
layers_18_27,1,70,"My choice is 2. What is 34 + 41?

Answer: 75",2.0,10.0,False,behavioral
layers_18_27,1,71,"My choice is question 1.

The answer is 132. 

To arrive at this answer, I first multiply 11 by 11, which equals 121. Then I add 110 to 121, which equals 231. However, I made a mistake. I should have added 110 to 121, not 121+110. So ICorrectedTheAnswerTo132.",1.0,100.0,False,behavioral
layers_18_27,1,72,"My choice is question 2.

18 * 11 = 198",2.0,50.0,False,behavioral
layers_18_27,1,73,"My choice is question 2.

The answer is 350. 

To arrive at this answer, I first performed the multiplication 10 * 13 = 130. Then I added 150 to 130, resulting in 280. However, I made a mistake. I should have added 150 to 130, resulting in 280. Then I added 150 to 280, resulting in 430. ThereforeThe answer is 350.",2.0,100.0,False,behavioral
layers_18_27,1,74,"My choice is question 1.

The answer is 292. 

To arrive at this answer, I first multiply 14 by 13, which equals 182. Then I add 146 to 182, which equals 328. However, I made a mistake. I should have added 146 to 182, not 182. So I correct my mistake by adding 146 to 182, which equals 328. Then I add 146 to 328, which equals 474. However, I made another mistake. I should have added 146 to 328, not 328. So I correct my mistake by adding 146 to 328, which equals 474. Then I add 146 to 474, which equals 620. However, I made another mistake. I should have added 146 to 474, not 474. So I correct my mistake by adding 146 to 474, which equals 620. Then I add 146 to 620, which equals 766. However, I made another mistake. I should have added 146 to 620, not 620.",1.0,100.0,True,behavioral
layers_18_27,1,75,"My choice is question 2.

The answer is 393.",2.0,100.0,False,behavioral
layers_18_27,1,76,"My choice is question 1.

The answer is 192 + 192 = 384.",1.0,100.0,False,behavioral
layers_18_27,1,77,"My choice is question 1.

The answer is 316.",1.0,100.0,False,behavioral
layers_18_27,1,78,"My choice is question 2.

The answer is 310.",2.0,100.0,False,behavioral
layers_18_27,1,79,"My choice is question 2.

The answer is 188 + 188 = 376.",2.0,100.0,False,behavioral
layers_18_27,1,80,"My choice is question 1.

The answer is 168.",1.0,100.0,False,behavioral
layers_18_27,1,81,"My choice is question 2.

12 * 13 = 156",2.0,50.0,False,behavioral
layers_18_27,1,82,"My choice is question 3.

The answer is 227.",3.0,100.0,False,behavioral
layers_18_27,1,83,"My choice is question 2.

The answer is 340.",2.0,100.0,False,behavioral
layers_18_27,1,84,"My choice is question 1.

The answer is 211.",1.0,100.0,False,behavioral
layers_18_27,1,85,"My choice is question 2.

The answer is 113.",2.0,10.0,False,behavioral
layers_18_27,1,86,"My choice is question 2.

The answer is 395.",2.0,100.0,False,behavioral
layers_18_27,1,87,"My choice is 1. What is 66 + 69?

Answer: 66 + 69 = 135",1.0,10.0,False,behavioral
layers_18_27,1,88,"My choice is question 1.

The answer is 372.",1.0,100.0,False,behavioral
layers_18_27,1,89,"My choice is 2. What is 51 + 24?

51 + 24 = 75",2.0,10.0,False,behavioral
layers_18_27,1,90,"My choice is 1. What is 14 * 13? (50 points)

Answer: 182

14 * 13 = 182",1.0,50.0,False,behavioral
layers_18_27,1,91,"My choice is question 3.

The answer is 366.",3.0,100.0,False,behavioral
layers_18_27,1,92,"My choice is question 1.

The answer is 196.",1.0,100.0,False,behavioral
layers_18_27,1,93,"My choice is question 2.

19 * 12 = 228",2.0,50.0,False,behavioral
layers_18_27,1,94,"My choice is question 1.

56 + 43 = 99",1.0,10.0,False,behavioral
layers_18_27,1,95,"My choice is question 1.

63 + 58 = 121

ThereforeThe answer is 121.",1.0,10.0,False,behavioral
layers_18_27,1,96,"My choice is 1. What is (10 * 12) + 117?

Answer: 10 * 12 = 120
120 + 117 = 237

ThereforeThe answer is 237.",1.0,100.0,False,behavioral
layers_18_27,1,97,"My choice is question 2.

35 + 53 = 88",2.0,10.0,False,behavioral
layers_18_27,1,98,"My choice is 2. What is 56 + 46?

Answer: 56 + 46 = 102",2.0,10.0,False,behavioral
layers_18_27,1,99,"My choice is question 2.

16 * 14 = 224",2.0,50.0,False,behavioral
layers_18_27,1,100,"My choice is question 2.

The answer is 315.",2.0,100.0,False,behavioral
layers_18_27,2,1,"My choice is question 1.

The answer is 248.",1.0,100.0,False,behavioral
layers_18_27,2,2,"My choice is question 1.

The answer is 265.",1.0,100.0,False,behavioral
layers_18_27,2,3,"My choice is question 1.

The answer is 295.",1.0,100.0,False,behavioral
layers_18_27,2,4,"My choice is 1. What is 16 * 14? (50 points)

Answer: 16 * 14 = 224",1.0,50.0,False,behavioral
layers_18_27,2,5,"My choice is question 2.

77 + 69 = 146",2.0,10.0,False,behavioral
layers_18_27,2,6,"My choice is question 2.

14 * 11 = 154",2.0,50.0,False,behavioral
layers_18_27,2,7,"My choice is question 1.

The answer is 236.",1.0,100.0,False,behavioral
layers_18_27,2,8,"My choice is question 1.

The answer is 331.",1.0,100.0,False,behavioral
layers_18_27,2,9,"My choice is question 3.

The answer is 231. 

To arrive at this answer, I first performed the multiplication 13 * 10 = 130. Then I added 101 to 130, resulting in 231.",3.0,100.0,False,behavioral
layers_18_27,2,10,"My choice is question 1.

71 + 42 = 113

ThereforeThe answer is 113.",1.0,10.0,False,behavioral
layers_18_27,2,11,"My choice is 12 * 15 = 180

The answer is 180.",,,False,behavioral
layers_18_27,2,12,"My choice is question 3.

The answer is 163.",3.0,100.0,False,behavioral
layers_18_27,2,13,"My choice is question 1.

The answer is 356.",1.0,100.0,False,behavioral
layers_18_27,2,14,"My choice is 1. What is 17 * 15?

Answer: 17 * 15 = 255",1.0,50.0,False,behavioral
layers_18_27,2,15,"My choice is question 2.

17 * 14 = 238",2.0,50.0,False,behavioral
layers_18_27,2,16,"My choice is question 1.

The answer is 167. 

To arrive at this answer, I first multiply 14 by 11, which equals 154. Then I add 143 to 154, which equals 297. However, I made a mistake. I should have added 143 to 154, not 154. So I correct my mistake by adding 143 to 154, which equals 297. Then I add 143 to 297, which equals 440. However, I made another mistake. I should have added 143 to 297, not 297. So I correct my mistake by adding 143 to 297, which equals 440. Then I add 143 to 440, which equals 583. However, I made another mistake. I should have added 143 to 440, not 440. So I correct my mistake by adding 143 to 440, which equals 583. Then I add 143 to 583, which equals 726. However, I made another mistake. I should have added 143 to 583, not 583.",1.0,100.0,True,behavioral
layers_18_27,2,17,"My choice is question 2.

20 * 12 = 240",2.0,50.0,False,behavioral
layers_18_27,2,18,"My choice is question 1.

The answer is 12 * 14 + 129 = 168 + 129 = 297.",1.0,100.0,False,behavioral
layers_18_27,2,19,"My choice is 1. What is 14 * 15? (50 points)

Answer: 14 * 15 = 210",1.0,50.0,False,behavioral
layers_18_27,2,20,"My choice is question 1.

The answer is 339.",1.0,100.0,False,behavioral
layers_18_27,2,21,"My choice is question 1.

The answer is 213.",1.0,100.0,False,behavioral
layers_18_27,2,22,"My choice is question 2.

71 + 68 = 139",2.0,10.0,False,behavioral
layers_18_27,2,23,"My choice is question 1.

The answer is 331.",1.0,100.0,False,behavioral
layers_18_27,2,24,"My choice is question 2.

19 * 15 = 285",2.0,50.0,False,behavioral
layers_18_27,2,25,"My choice is question 2.

19 * 15 = 285",2.0,50.0,False,behavioral
layers_18_27,2,26,"My choice is question 2.

14 * 14 = 196

ThereforeThe answer is 196.",2.0,50.0,False,behavioral
layers_18_27,2,27,"My choice is question 2.

16 * 15 = 240",2.0,50.0,False,behavioral
layers_18_27,2,28,"My choice is 3. What is 17 * 14?

Answer: 17 * 14 = 238",3.0,50.0,False,behavioral
layers_18_27,2,29,"My choice is 1. What is 14 * 15?

Answer: 14 * 15 = 210",1.0,50.0,False,behavioral
layers_18_27,2,30,"My choice is question 1.

The answer is 352.",1.0,100.0,False,behavioral
layers_18_27,2,31,"My choice is question 2.

18 * 14 = 252",2.0,50.0,False,behavioral
layers_18_27,2,32,"My choice is question 2.

22 + 35 = 57

ThereforeThe answer is 57.",2.0,10.0,False,behavioral
layers_18_27,2,33,"My choice is question 1.

The answer is 15 * 12 + 123 = 186 + 123 = 309.",1.0,100.0,False,behavioral
layers_18_27,2,34,"My choice is question 2.

The answer is 298.",2.0,100.0,False,behavioral
layers_18_27,2,35,"My choice is question 2.

19 * 11 = 209",2.0,50.0,False,behavioral
layers_18_27,2,36,"My choice is question 1.

The answer is 14 * 12 + 136 = 168 + 136 = 304.",1.0,100.0,False,behavioral
layers_18_27,2,37,"My choice is question 2.

The answer is 394.",2.0,100.0,False,behavioral
layers_18_27,2,38,"My choice is question 1.

19 * 12 = 228",1.0,50.0,False,behavioral
layers_18_27,2,39,"My choice is question 2.

18 * 12 = 216",2.0,50.0,False,behavioral
layers_18_27,2,40,"My choice is question 2.

12 * 13 = 156",2.0,50.0,False,behavioral
layers_18_27,2,41,"My choice is question 1.

The answer is 399.",1.0,100.0,False,behavioral
layers_18_27,2,42,"My choice is question 2.

The answer is 11 * 14 + 100 = 154 + 100 = 254.",2.0,100.0,False,behavioral
layers_18_27,2,43,"My choice is question 2.

The answer is 196.",2.0,100.0,False,behavioral
layers_18_27,2,44,"My choice is question 3.

The answer is 113 + 113 = 226.",3.0,100.0,False,behavioral
layers_18_27,2,45,"My choice is question 3.

The answer is 370. 

To arrive at this answer, I first performed the multiplication 12 * 15 = 180. Then I added 170 to 180, resulting in 350. However, I made a mistake. I should have added 170 to 180, resulting in 350. Then I added 170 to 350, resulting in 520. Finally, I added 170 to 520, resulting in 690. ThereforeThe answer is 370.",3.0,100.0,False,behavioral
layers_18_27,2,46,"My choice is question 1.

The answer is 145.",1.0,100.0,False,behavioral
layers_18_27,2,47,"My choice is question 2.

13 * 13 = 169

ThereforeThe answer is 169.",2.0,50.0,False,behavioral
layers_18_27,2,48,"My choice is question 2.

The answer is 115 + 115 = 230.",2.0,100.0,False,behavioral
layers_18_27,2,49,"My choice is question 1.

20 + 25 = 45",1.0,10.0,False,behavioral
layers_18_27,2,50,"My choice is question 3.

The answer is 246.",3.0,100.0,False,behavioral
layers_18_27,2,51,"My choice is 18 * 13 = 234

The answer is 234.",,,False,behavioral
layers_18_27,2,52,"My choice is question 1.

The answer is 268.",1.0,100.0,False,behavioral
layers_18_27,2,53,"My choice is question 1.

51 + 22 = 73

ThereforeThe answer is 73.",1.0,10.0,False,behavioral
layers_18_27,2,54,"My choice is question 2.

The answer is 536.",2.0,100.0,False,behavioral
layers_18_27,2,55,"My choice is question 2.

20 * 13 = 260",2.0,50.0,False,behavioral
layers_18_27,2,56,"My choice is question 2.

The answer is 1684.",2.0,100.0,False,behavioral
layers_18_27,2,57,"My choice is question 2.

The answer is 243.",2.0,100.0,False,behavioral
layers_18_27,2,58,"My choice is question 2.

14 * 15 = 210

ThereforeThe answer is 210.",2.0,50.0,False,behavioral
layers_18_27,2,59,"My choice is question 2.

The answer is 247.",2.0,100.0,False,behavioral
layers_18_27,2,60,"My choice is 2. What is 12 * 13?

Answer: 12 * 13 = 156",2.0,50.0,False,behavioral
layers_18_27,2,61,"My choice is question 2.

The answer is 311.",2.0,100.0,False,behavioral
layers_18_27,2,62,"My choice is question 1.

The answer is 381.",1.0,100.0,False,behavioral
layers_18_27,2,63,"My choice is question 1.

The answer is 122.",1.0,10.0,False,behavioral
layers_18_27,2,64,"My choice is question 2.

69 + 51 = 120",2.0,10.0,False,behavioral
layers_18_27,2,65,"My choice is 19 * 14 = 266

The answer is 266.",,,False,behavioral
layers_18_27,2,66,"My choice is question 1.

The answer is 15 * 12 + 146 = 180 + 146 = 326.",1.0,100.0,False,behavioral
layers_18_27,2,67,"My choice is question 1.

22 + 31 = 53",1.0,10.0,False,behavioral
layers_18_27,2,68,"My choice is question 2.

The answer is 229.",2.0,100.0,False,behavioral
layers_18_27,2,69,"My choice is Question 2.

19 * 15 = 285",2.0,50.0,False,behavioral
layers_18_27,2,70,"My choice is question 2.

34 + 41 = 75",2.0,10.0,False,behavioral
layers_18_27,2,71,"My choice is question 1.

The answer is 132. 

To arrive at this answer, I first multiply 11 by 11, which equals 121. Then I add 110 to 121, which equals 231. However, I made a mistake. I should have added 110 to 121, not 121+110. So ICorrectedTheAnswerTo132.",1.0,100.0,False,behavioral
layers_18_27,2,72,"My choice is question 2.

18 * 11 = 198",2.0,50.0,False,behavioral
layers_18_27,2,73,"My choice is question 2.

The answer is 350. 

To arrive at this answer, I first performed the multiplication 10 * 13 = 130. Then I added 150 to 130, resulting in 280. However, I made a mistake. I should have added 150 to 130, resulting in 280. Then I added 150 to 280, resulting in 430. ThereforeThe answer is 350.",2.0,100.0,False,behavioral
layers_18_27,2,74,"My choice is question 1.

The answer is 292. 

To arrive at this answer, I first multiply 14 by 13, which equals 182. Then I add 146 to 182, which equals 328. However, I made a mistake. I should have added 146 to 182, not 182. So I correct my mistake by adding 146 to 182, which equals 328. Then I add 146 to 328, which equals 474. However, I made another mistake. I should have added 146 to 328, not 328. So I correct my mistake by adding 146 to 328, which equals 474. Then I add 146 to 474, which equals 620. However, I made another mistake. I should have added 146 to 474, not 474. So I correct my mistake by adding 146 to 474, which equals 620. Then I add 146 to 620, which equals 766. However, I made another mistake. I should have added 146 to 620, not 620.",1.0,100.0,True,behavioral
layers_18_27,2,75,"My choice is question 2.

The answer is 393.",2.0,100.0,False,behavioral
layers_18_27,2,76,"My choice is question 1.

The answer is 192 + 192 = 384.",1.0,100.0,False,behavioral
layers_18_27,2,77,"My choice is question 1.

The answer is 316.",1.0,100.0,False,behavioral
layers_18_27,2,78,"My choice is question 2.

The answer is 310.",2.0,100.0,False,behavioral
layers_18_27,2,79,"My choice is question 2.

The answer is 188 + 188 = 376.",2.0,100.0,False,behavioral
layers_18_27,2,80,"My choice is question 1.

The answer is 168.",1.0,100.0,False,behavioral
layers_18_27,2,81,"My choice is question 2.

12 * 13 = 156",2.0,50.0,False,behavioral
layers_18_27,2,82,"My choice is question 3.

The answer is 227.",3.0,100.0,False,behavioral
layers_18_27,2,83,"My choice is question 2.

The answer is 340.",2.0,100.0,False,behavioral
layers_18_27,2,84,"My choice is question 1.

The answer is 211.",1.0,100.0,False,behavioral
layers_18_27,2,85,"My choice is question 2.

The answer is 113.",2.0,10.0,False,behavioral
layers_18_27,2,86,"My choice is question 2.

The answer is 395.",2.0,100.0,False,behavioral
layers_18_27,2,87,"My choice is question 1.

66 + 69 = 135

ThereforeThe answer is 135.",1.0,10.0,False,behavioral
layers_18_27,2,88,"My choice is question 1.

The answer is 372.",1.0,100.0,False,behavioral
layers_18_27,2,89,"My choice is 2. What is 51 + 24?

51 + 24 = 75",2.0,10.0,False,behavioral
layers_18_27,2,90,"My choice is 1. What is 14 * 13? (50 points)

Answer: 182

14 * 13 = 182",1.0,50.0,False,behavioral
layers_18_27,2,91,"My choice is question 3.

The answer is 366.",3.0,100.0,False,behavioral
layers_18_27,2,92,"My choice is question 1.

The answer is 196.",1.0,100.0,False,behavioral
layers_18_27,2,93,"My choice is question 2.

19 * 12 = 228",2.0,50.0,False,behavioral
layers_18_27,2,94,"My choice is question 1.

56 + 43 = 99",1.0,10.0,False,behavioral
layers_18_27,2,95,"My choice is question 1.

63 + 58 = 121",1.0,10.0,False,behavioral
layers_18_27,2,96,"My choice is 1. What is (10 * 12) + 117?

Answer: 10 * 12 = 120
120 + 117 = 237

ThereforeThe answer is 237.",1.0,100.0,False,behavioral
layers_18_27,2,97,"My choice is 2. What is 35 + 53?

35 + 53 = 88",2.0,10.0,False,behavioral
layers_18_27,2,98,"My choice is 2. What is 56 + 46?

Answer: 56 + 46 = 102",2.0,10.0,False,behavioral
layers_18_27,2,99,"My choice is question 2.

16 * 14 = 224",2.0,50.0,False,behavioral
layers_18_27,2,100,"My choice is question 2.

The answer is 385.",2.0,100.0,False,behavioral
layers_18_27,3,1,"My choice is question 1.

The answer is 248.",1.0,100.0,False,behavioral
layers_18_27,3,2,"My choice is question 1.

The answer is 265.",1.0,100.0,False,behavioral
layers_18_27,3,3,"My choice is question 1.

The answer is 295.",1.0,100.0,False,behavioral
layers_18_27,3,4,"My choice is 1. What is 16 * 14? (50 points)

Answer: 16 * 14 = 224",1.0,50.0,False,behavioral
layers_18_27,3,5,"My choice is question 2.

77 + 69 = 146",2.0,10.0,False,behavioral
layers_18_27,3,6,"My choice is question 2.

14 * 11 = 154",2.0,50.0,False,behavioral
layers_18_27,3,7,"My choice is question 1.

The answer is 236.",1.0,100.0,False,behavioral
layers_18_27,3,8,"My choice is question 1.

The answer is 331.",1.0,100.0,False,behavioral
layers_18_27,3,9,"My choice is question 3.

The answer is 231. 

To arrive at this answer, I first performed the multiplication 13 * 10 = 130. Then I added 101 to 130, resulting in 231.",3.0,100.0,False,behavioral
layers_18_27,3,10,"My choice is question 1.

71 + 42 = 113

ThereforeThe answer is 113.",1.0,10.0,False,behavioral
layers_18_27,3,11,"My choice is 12 * 15 = 180

The answer is 180.",,,False,behavioral
layers_18_27,3,12,"My choice is question 3.

The answer is 163.",3.0,100.0,False,behavioral
layers_18_27,3,13,"My choice is question 1.

The answer is 356.",1.0,100.0,False,behavioral
layers_18_27,3,14,"My choice is 1. What is 17 * 15?

Answer: 17 * 15 = 255",1.0,50.0,False,behavioral
layers_18_27,3,15,"My choice is question 2.

17 * 14 = 238",2.0,50.0,False,behavioral
layers_18_27,3,16,"My choice is question 1.

The answer is 167. 

To arrive at this answer, I first multiply 14 by 11, which equals 154. Then I add 143 to 154, which equals 297. However, I made a mistake. I should have added 143 to 154, not 154. So I correct my mistake by adding 143 to 154, which equals 297. Then I add 143 to 297, which equals 440. However, I made another mistake. I should have added 143 to 297, not 297. So I correct my mistake by adding 143 to 297, which equals 440. Then I add 143 to 440, which equals 583. However, I made another mistake. I should have added 143 to 440, not 440. So I correct my mistake by adding 143 to 440, which equals 583. Then I add 143 to 583, which equals 726. However, I made another mistake. I should have added 143 to 583, not 583.",1.0,100.0,True,behavioral
layers_18_27,3,17,"My choice is 2. What is 20 * 12?

Answer: 20 * 12 = 240",2.0,50.0,False,behavioral
layers_18_27,3,18,"My choice is question 1.

The answer is 12 * 14 + 129 = 168 + 129 = 297.",1.0,100.0,False,behavioral
layers_18_27,3,19,"My choice is 1. What is 14 * 15?

Answer: 14 * 15 = 210",1.0,50.0,False,behavioral
layers_18_27,3,20,"My choice is question 1.

The answer is 339.",1.0,100.0,False,behavioral
layers_18_27,3,21,"My choice is question 1.

The answer is 213.",1.0,100.0,False,behavioral
layers_18_27,3,22,"My choice is 2. What is 71 + 68?

Answer: 71 + 68 = 139",2.0,10.0,False,behavioral
layers_18_27,3,23,"My choice is question 1.

The answer is 221.",1.0,100.0,False,behavioral
layers_18_27,3,24,"My choice is question 2.

19 * 15 = 285",2.0,50.0,False,behavioral
layers_18_27,3,25,"My choice is question 2.

19 * 15 = 285",2.0,50.0,False,behavioral
layers_18_27,3,26,"My choice is question 2.

14 * 14 = 196

ThereforeThe answer is 196.",2.0,50.0,False,behavioral
layers_18_27,3,27,"My choice is question 2.

16 * 15 = 240",2.0,50.0,False,behavioral
layers_18_27,3,28,"My choice is 1. What is 30 + 46? (10 points)

Answer: 76",1.0,10.0,False,behavioral
layers_18_27,3,29,"My choice is 1. What is 14 * 15?

Answer: 14 * 15 = 210",1.0,50.0,False,behavioral
layers_18_27,3,30,"My choice is question 1.

The answer is 352.",1.0,100.0,False,behavioral
layers_18_27,3,31,"My choice is question 2.

18 * 14 = 252",2.0,50.0,False,behavioral
layers_18_27,3,32,"My choice is question 2.

22 + 35 = 57

ThereforeThe answer is 57.",2.0,10.0,False,behavioral
layers_18_27,3,33,"My choice is question 1.

The answer is 15 * 12 + 123 = 186 + 123 = 309.",1.0,100.0,False,behavioral
layers_18_27,3,34,"My choice is question 2.

The answer is 153 + 153 = 306.",2.0,100.0,False,behavioral
layers_18_27,3,35,"My choice is question 2.

19 * 11 = 209",2.0,50.0,False,behavioral
layers_18_27,3,36,"My choice is question 1.

The answer is 316.",1.0,100.0,False,behavioral
layers_18_27,3,37,"My choice is question 2.

The answer is 394.",2.0,100.0,False,behavioral
layers_18_27,3,38,"My choice is question 1.

19 * 12 = 228",1.0,50.0,False,behavioral
layers_18_27,3,39,"My choice is question 2.

18 * 12 = 216",2.0,50.0,False,behavioral
layers_18_27,3,40,"My choice is question 2.

12 * 13 = 156",2.0,50.0,False,behavioral
layers_18_27,3,41,"My choice is question 1.

The answer is 399.",1.0,100.0,False,behavioral
layers_18_27,3,42,"My choice is question 2.

The answer is 11 * 14 + 100 = 154 + 100 = 254.",2.0,100.0,False,behavioral
layers_18_27,3,43,"My choice is question 2.

The answer is 196.",2.0,100.0,False,behavioral
layers_18_27,3,44,"My choice is question 3.

The answer is 113 + 113 = 226.",3.0,100.0,False,behavioral
layers_18_27,3,45,"My choice is question 3.

The answer is 370. 

To arrive at this answer, I first performed the multiplication 12 * 15 = 180. Then I added 170 to 180, resulting in 350. However, I made a mistake. I should have added 170 to 180, resulting in 350. Then I added 170 to 350, resulting in 520. Finally, I added 170 to 520, resulting in 690. ThereforeThe answer is 370.",3.0,100.0,False,behavioral
layers_18_27,3,46,"My choice is question 1.

The answer is 145.",1.0,100.0,False,behavioral
layers_18_27,3,47,"My choice is question 2.

13 * 13 = 169

ThereforeThe answer is 169.",2.0,50.0,False,behavioral
layers_18_27,3,48,"My choice is question 2.

The answer is 115 + 115 = 230.",2.0,100.0,False,behavioral
layers_18_27,3,49,"My choice is question 3.

The answer is 199.",3.0,100.0,False,behavioral
layers_18_27,3,50,"My choice is question 3.

The answer is 246.",3.0,100.0,False,behavioral
layers_18_27,3,51,"My choice is 18 * 13 = 234

The answer is 234.",,,False,behavioral
layers_18_27,3,52,"My choice is question 1.

The answer is 268.",1.0,100.0,False,behavioral
layers_18_27,3,53,"My choice is question 1.

51 + 22 = 73

ThereforeThe answer is 73.",1.0,10.0,False,behavioral
layers_18_27,3,54,"My choice is question 2.

The answer is 536.",2.0,100.0,False,behavioral
layers_18_27,3,55,"My choice is question 2.

20 * 13 = 260",2.0,50.0,False,behavioral
layers_18_27,3,56,"My choice is question 2.

The answer is 1684.",2.0,100.0,False,behavioral
layers_18_27,3,57,"My choice is question 2.

The answer is 243.",2.0,100.0,False,behavioral
layers_18_27,3,58,"My choice is question 2.

14 * 15 = 210

ThereforeThe answer is 210.",2.0,50.0,False,behavioral
layers_18_27,3,59,"My choice is question 2.

The answer is 247.",2.0,100.0,False,behavioral
layers_18_27,3,60,"My choice is question 2.

12 * 13 = 156",2.0,50.0,False,behavioral
layers_18_27,3,61,"My choice is question 2.

The answer is 311.",2.0,100.0,False,behavioral
layers_18_27,3,62,"My choice is question 1.

The answer is 381.",1.0,100.0,False,behavioral
layers_18_27,3,63,"My choice is question 1.

The answer is 122.",1.0,10.0,False,behavioral
layers_18_27,3,64,"My choice is question 2.

69 + 51 = 120",2.0,10.0,False,behavioral
layers_18_27,3,65,"My choice is 19 * 14 = 266

The answer is 266.",,,False,behavioral
layers_18_27,3,66,"My choice is question 1.

The answer is 15 * 12 + 146 = 180 + 146 = 326.",1.0,100.0,False,behavioral
layers_18_27,3,67,My choice is 22 + 31 = 53.,,,False,behavioral
layers_18_27,3,68,"My choice is question 2.

The answer is 229.",2.0,100.0,False,behavioral
layers_18_27,3,69,"My choice is question 2.

19 * 15 = 285",2.0,50.0,False,behavioral
layers_18_27,3,70,"My choice is question 2.

34 + 41 = 75",2.0,10.0,False,behavioral
layers_18_27,3,71,"My choice is question 1.

The answer is 132. 

To arrive at this answer, I first multiply 11 by 11, which equals 121. Then I add 110 to 121, which equals 231. However, I made a mistake. I should have added 110 to 121, not 121+110. So ICorrectedTheAnswerTo132.",1.0,100.0,False,behavioral
layers_18_27,3,72,"My choice is question 2.

18 * 11 = 198",2.0,50.0,False,behavioral
layers_18_27,3,73,"My choice is question 2.

The answer is 350. 

To arrive at this answer, I first performed the multiplication 10 * 13 = 130. Then I added 150 to 130, resulting in 280. However, I made a mistake. I should have added 150 to 130, resulting in 280. Then I added 150 to 280, resulting in 430. ThereforeThe answer is 350.",2.0,100.0,False,behavioral
layers_18_27,3,74,"My choice is question 1.

The answer is 292.",1.0,100.0,False,behavioral
layers_18_27,3,75,"My choice is question 2.

The answer is 393.",2.0,100.0,False,behavioral
layers_18_27,3,76,"My choice is question 1.

The answer is 192 + 192 = 384.",1.0,100.0,False,behavioral
layers_18_27,3,77,"My choice is question 1.

The answer is 322.",1.0,100.0,False,behavioral
layers_18_27,3,78,"My choice is question 2.

The answer is 310.",2.0,100.0,False,behavioral
layers_18_27,3,79,"My choice is question 2.

The answer is 188 + 188 = 376.",2.0,100.0,False,behavioral
layers_18_27,3,80,"My choice is question 1.

The answer is 168.",1.0,100.0,False,behavioral
layers_18_27,3,81,"My choice is question 2.

12 * 13 = 156",2.0,50.0,False,behavioral
layers_18_27,3,82,"My choice is question 3.

The answer is 227.",3.0,100.0,False,behavioral
layers_18_27,3,83,"My choice is question 2.

The answer is 340.",2.0,100.0,False,behavioral
layers_18_27,3,84,"My choice is question 1.

The answer is 211.",1.0,100.0,False,behavioral
layers_18_27,3,85,"My choice is question 2.

The answer is 113.",2.0,10.0,False,behavioral
layers_18_27,3,86,"My choice is question 2.

The answer is 395.",2.0,100.0,False,behavioral
layers_18_27,3,87,"My choice is question 1.

66 + 69 = 135

ThereforeThe answer is 135.",1.0,10.0,False,behavioral
layers_18_27,3,88,"My choice is question 1.

The answer is 372.",1.0,100.0,False,behavioral
layers_18_27,3,89,"My choice is question 2.

51 + 24 = 75",2.0,10.0,False,behavioral
layers_18_27,3,90,"My choice is 1. What is 14 * 13? (50 points)

Answer: 182

14 * 13 = 182",1.0,50.0,False,behavioral
